Symbol
TXF.TO
TECH.TO
TLF.TO
ZWT.TO
QMAX.TO
HTAE.TO
HTA.TO
TEC.TO
CIAI.TO
QQQ
QQQY.TO
QQC.TO
SMH
XCHP.TO
CHPS.TO
ZNQ.TO
ZQQ.TO
XIT.TO
MSFT
MSFT.NE
MSFY.NE
NVDA
NVDA.NE
YNVD.NE
TSLA
TSLA.NE
YTSL.NE
BRK-B
BRK.NE
BRKY.NE
META
META.NE
GOOG
GOOG.NE
YGOG.NE
AMZN
AMZN.NE
YAMZ.NE
AAPL
AAPL.NE
APLY.NE
