Symbol
NVDA
AVGO
AAPL
LLY
TSLA
GOOGL
ADBE
AMZN
NEE
GE
JPM
MSFT
XOM
UNH
META
PG
BRK-B
CAT
JNJ
LIN
HD
V
PLD
CRM
AMD
