Symbol
UNH
GS
MSFT
HD
CAT
AMGN
V
MCD
CRM
AXP
HON
AAPL
TRV
JPM
AMZN
BA
IBM
PG
CVX
JNJ
MRK
DIS
MMM
NKE
WMT
KO
DOW
CSCO
VZ
INTC
